ID,Name,Price,Link,ModelNumber,Images,name
52,"Acer Aspire E 15.6"" Laptop - Black (Intel i5-7200U/256 SSD/8GB RAM/NVIDIA 940MX/Windows 10)",$849.99,http://www.bestbuy.ca/en-ca/product/acer-acer-aspire-e-15-6-laptop-black-intel-i5-7200u-256-ssd-8gb-ram-nvidia-940mx-windows-10-e5-575g-55nw/10497405.aspx?,E5-575G-55NW,https://multimedia.bbycastatic.ca/multimedia/products/500x500/104/10497/10497405.jpg,bestbuy
53,"HP Probook 640 G1, Intel i5-4300u-4th Gen , 8GB Ram, 500GB Hard Drive , Win 10 Pro (English/French)64 Bit, Refurbished-1YW",$419.00,http://www.bestbuy.ca/en-ca/product/hp-probook-640-g1-intel-i5-4300u-4th-gen-8gb-ram-500gb-hard-drive-win-10-pro-english-french-64-bit-refurbished-1yw/10649320.aspx?,HP 640 G1,https://multimedia.bbycastatic.ca/multimedia/products/500x500/106/10649/10649320.jpg,bestbuy
54,"HP Probook 640 G1, Intel i5-4300u-4th Gen , 12GB DDR3 Ram, 180GB SSD Hard Drive , Win 10 Pro(English/French)64 Bit, Refurbishe",$499.00,http://www.bestbuy.ca/en-ca/product/hp-probook-640-g1-intel-i5-4300u-4th-gen-12gb-ddr3-ram-180gb-ssd-hard-drive-win-10-pro-english-french-64-bit-refurbishe/10649322.aspx?,HP 640 G1,https://multimedia.bbycastatic.ca/multimedia/products/500x500/106/10649/10649322.jpg,bestbuy
55,"ASUS ROG GL552 15.6"" Gaming Laptop (Intel Quad-Core i7-6700HQ/1TB HDD/12GB RAM) - Open Box","$1,249.99",http://www.bestbuy.ca/en-ca/product/asus-rog-asus-rog-gl552-15-6-gaming-laptop-intel-quad-core-i7-6700hq-1tb-hdd-12gb-ram-open-box-gl552vw-bb71-cb/10520073.aspx?,GL552VW-BB71-CB,https://multimedia.bbycastatic.ca/multimedia/products/500x500/105/10520/10520073.jpg,bestbuy
56,"ASUS VivoBook Flip 15.6"" Touchscreen Convertible Laptop -Grey (Intel Core i7-6500U/1TB HDD)-Open Box","$1,199.99",http://www.bestbuy.ca/en-ca/product/asus-asus-vivobook-flip-15-6-touchscreen-convertible-laptop-grey-intel-core-i7-6500u-1tb-hdd-open-box-tp501uq-bh71t-cb/10584950.aspx?,TP501UQ-BH71T-CB,https://multimedia.bbycastatic.ca/multimedia/products/500x500/105/10584/10584950.jpg,bestbuy
57,"Lenovo N23 11.6"" Chromebook (Intel N3060/16GB eMMC/2GB RAM/Chrome OS) - 80YS0000US",$244.99,http://www.bestbuy.ca/en-ca/product/lenovo-n23-11-6-chromebook-intel-n3060-16gb-emmc-2gb-ram-chrome-os-80ys0000us/10734214.aspx?,80YS0000US,https://multimedia.bbycastatic.ca/multimedia/products/500x500/107/10734/10734214.jpg,bestbuy
58,"Dell Inspiron 17.3"" Laptop - Foggy Night (Intel Core i7-7500U/1TB HDD/8GB RAM/Windows 10) - Open Box","$1,099.99",http://www.bestbuy.ca/en-ca/product/dell-dell-inspiron-17-3-laptop-foggy-night-intel-core-i7-7500u-1tb-hdd-8gb-ram-windows-10-open-box-i5767-10000gry/10562711.aspx?,i5767-10000GRY,https://multimedia.bbycastatic.ca/multimedia/products/500x500/105/10562/10562711.jpg,bestbuy
59,"ASUS ROG GL553 15.6"" Gaming Laptop (Intel Core i7-7700HQ/1TB HDD/16GB RAM/Windows 10) - English","$1,269.98",http://www.bestbuy.ca/en-ca/product/asus-rog-asus-rog-gl553-15-6-gaming-laptop-intel-core-i7-7700hq-1tb-hdd-16gb-ram-windows-10-english-gl553vd-ds71/10562719.aspx?,GL553VD-DS71,https://multimedia.bbycastatic.ca/multimedia/products/500x500/105/10562/10562719.jpg,bestbuy
60,"Acer Swift 3 14"" Laptop - Silver (Intel Quad Core i5-8250U/256GB SSD HDD/8 GB RAM/Windows 10)",$899.99,http://www.bestbuy.ca/en-ca/product/acer-swift-3-14-laptop-silver-intel-quad-core-i5-8250u-256gb-ssd-hdd-8-gb-ram-windows-10/10751901.aspx?,SF314-52-52V8,https://multimedia.bbycastatic.ca/multimedia/products/500x500/107/10751/10751901.jpg,bestbuy
61,"ASUS ZenBook 14"" Laptop - Grey (Intel Core i5-7200U/ 256GB SSD/ 8GB RAM/ Windows 10)",$999.99,http://www.bestbuy.ca/en-ca/product/asus-zenbook-14-laptop-grey-intel-core-i5-7200u-256gb-ssd-8gb-ram-windows-10/10748013.aspx?,UX430UA-BB51-CB,https://multimedia.bbycastatic.ca/multimedia/products/500x500/107/10748/10748013.jpg,bestbuy
