ID,Name,ModelNumber,Price,Link,Images
1227,"Ematic EWT144WH Chromebooks Intel Atom 1.30 GHz 2 GB Memory 32 GB Flash memory 14.1"" 1280 x 800 Windows 10 Home",none,309.99,https://www.newegg.ca/Product/Product.aspx?Item=2S3-000S-00001CVF,https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/A4FT_1_20160616607352484.jpg?ex=2
1228,HEWLETT-PACKARD V1Q01UT#ABA ZBk3 17 i7 6700 1T 8G W7 10,V1Q01UT#ABA,"2,178.99",https://www.newegg.ca/Product/Product.aspx?Item=9SIA7BB5UX8546,https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/A24G_1_201610111888584208.jpg?ex=2
1229,"HP ZBook Studio G3 15.6"" (In-plane Switching (IPS) Technology) Mobile Workstation Ultrabook - Intel Core i7 (6th Gen) i7",T6E14UT#ABL,"2,274.99",https://www.newegg.ca/Product/Product.aspx?Item=9SIA7BB5VN4232,https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/A4FT_1_201609201012679449.jpg?ex=2
1230,"MSI GT73VR Titan 4K (VR Ready) Premium 17.3'' Gaming Laptop PC ( Intel i7 Quad Core, 48GB RAM, 1TB HDD + 128GB Sata SSD, 17.3"" G-Sync UHD 3840 x 2160 4K Display, NVIDIA GeForce GTX 1070, Win 10)",MSI-GT73VR-1070-10,"4,718.23",https://www.newegg.ca/Product/Product.aspx?Item=9SIA97K62V8082,https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/A7AB_131186974522329508VocU5YdeyA.jpg?ex=2
1231,"ASUS Notebooks R Series Flip R518UA-RS51T Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 1 TB HDD Intel HD Graphics 620 15.6"" Touchscreen Windows 10 Home 64-Bit",R518UA-RS51T,799.99,https://www.newegg.ca/Product/Product.aspx?Item=N82E16834234465,https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/34-234-465-S01.jpg?ex=2
1232,"Lenovo Laptop ThinkPad E560 (20EV002JCA) Intel Core i7 6500U (2.50 GHz) 8 GB Memory 500 GB HDD AMD Radeon R7 M370 15.6"" FHD IPS Windows 7 Professional 64-Bit / Windows 10 Pro Downgrade",E560 (20EV002JCA),"1,015.99",https://www.newegg.ca/Product/Product.aspx?Item=9SIA7BB3VG6229,https://images10.newegg.com/ProductImageCompressAll300/1TS-000E-04TU4-07.jpg?ex=2
1233,"ASUS Laptop VivoBook E403SA-US21 Intel Pentium N3700 (1.6 GHz) 4 GB Memory 128 GB eMMC SSD Intel HD Graphics 14.0"" Windows 10 Home",E403SA-US21,635,https://www.newegg.ca/Product/Product.aspx?Item=9SIA8CY57X8844,https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/34-234-161-S21.jpg?ex=2
1234,"Lenovo ThinkPad X260 12.5"" Laptop 20F6005HUS i5-6200U 8 GB 500 GB HDD Windows 7 Pro",X260,"1,577.46",https://www.newegg.ca/Product/Product.aspx?Item=9SIA66K3ZA3794,https://images10.newegg.com/ProductImageCompressAll300/A24G_131401422874801368YNDIStLRdA.jpg?ex=2
1235,TS X1 Yoga 1st Gen 8G 51,none,"2,903.35",https://www.newegg.ca/Product/Product.aspx?Item=9SIA66K3UN1334,https://images10.newegg.com/ProductImageCompressAll300/A24G_1_201609213367130.jpg?ex=2
1236,LENOVO I5-7200U 8GB 180GB SSD DVDR W10P64,20H500A9CA,"1,036.54",https://www.newegg.ca/Product/Product.aspx?Item=9SIA5SC5T81630,https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/1TS-000E-06150-S01.jpg?ex=2
